iter,F1_val
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.3826086956521739
20,0.3826086956521739
21,0.3826086956521739
22,0.3826086956521739
23,0.3793103448275862
24,0.37606837606837606
25,0.3793103448275862
26,0.37606837606837606
27,0.37606837606837606
28,0.37606837606837606
29,0.37606837606837606
30,0.37606837606837606
31,0.37606837606837606
32,0.37606837606837606
33,0.37606837606837606
34,0.37606837606837606
35,0.37606837606837606
36,0.37606837606837606
37,0.37606837606837606
38,0.37606837606837606
39,0.37606837606837606
40,0.37606837606837606
41,0.37606837606837606
42,0.3815789473684211
43,0.3815789473684211
44,0.3815789473684211
45,0.3815789473684211
46,0.3815789473684211
47,0.3815789473684211
48,0.3815789473684211
49,0.3815789473684211
50,0.3815789473684211
51,0.3815789473684211
52,0.3815789473684211
53,0.3815789473684211
54,0.3815789473684211
55,0.3815789473684211
56,0.3815789473684211
57,0.3815789473684211
58,0.3815789473684211
59,0.3815789473684211
60,0.3841059602649007
61,0.3841059602649007
62,0.3841059602649007
63,0.3841059602649007
64,0.3841059602649007
65,0.3841059602649007
66,0.3841059602649007
67,0.3841059602649007
68,0.3841059602649007
69,0.3841059602649007
70,0.3841059602649007
71,0.3841059602649007
72,0.3841059602649007
73,0.3841059602649007
74,0.3841059602649007
75,0.3841059602649007
76,0.3841059602649007
77,0.3841059602649007
78,0.3841059602649007
79,0.3815789473684211
80,0.3783783783783784
81,0.3783783783783784
82,0.3783783783783784
83,0.3783783783783784
84,0.3783783783783784
85,0.3835616438356164
86,0.36879432624113473
87,0.36879432624113473
88,0.36879432624113473
89,0.3880597014925373
90,0.3880597014925373
91,0.3880597014925373
92,0.3880597014925373
93,0.3880597014925373
94,0.3880597014925373
95,0.3880597014925373
96,0.3880597014925373
97,0.3880597014925373
98,0.3795620437956204
99,0.3795620437956204
100,0.3795620437956204
101,0.3795620437956204
102,0.3795620437956204
103,0.3880597014925373
104,0.3880597014925373
105,0.3880597014925373
106,0.3880597014925373
107,0.3880597014925373
108,0.3880597014925373
109,0.3880597014925373
110,0.3880597014925373
111,0.3880597014925373
112,0.3880597014925373
113,0.3880597014925373
114,0.3880597014925373
115,0.3880597014925373
116,0.3880597014925373
117,0.3880597014925373
118,0.3880597014925373
119,0.3880597014925373
120,0.3880597014925373
121,0.3880597014925373
122,0.3880597014925373
123,0.3880597014925373
124,0.3880597014925373
125,0.3880597014925373
126,0.3880597014925373
127,0.3880597014925373
128,0.3880597014925373
129,0.40625
130,0.40625
131,0.40625
132,0.40625
133,0.40625
134,0.40625
135,0.3880597014925373
136,0.40625
137,0.3937007874015748
138,0.37593984962406013
139,0.37593984962406013
140,0.37593984962406013
141,0.37593984962406013
142,0.37593984962406013
143,0.37593984962406013
144,0.37593984962406013
145,0.37593984962406013
146,0.37593984962406013
147,0.37593984962406013
148,0.37593984962406013
149,0.3968253968253968
150,0.3968253968253968
